tmdb_person_id,name,biography,birthday,place_of_birth,profile_path,popularity
105084,Cirio H. Santiago,"Producer/director Cirio H. Santiago is the son of Dr. Ciriaco Santiago, who founded Premiere Productions in Manila in 1946. He has two siblings. After starting out as a producer he started directing english-language movies in the early 70s. Santiago became one of the pioneers of the ""Blaxploitation"" genre by being one of the first to cast black actors and especially actresses as strong action heroes. Movies like TNT Jackson (1974) became instant cult classics. In the 80s, Santiago became known for his numerous low-budget Vietnam war movies such as Firehawk (1993) which gave him a reputation as the ""master of the Vietnam war genre"". A long running production partnership with Roger Corman assured proper distribution of his movies in the USA. Many of today's hottest filmmakers such as Jonathan Demme, Joe Dante or Carl Franklin got their first directing jobs with Santiago. In 1995 he was named president of the Philippines Film Development Funds by President Ramos. The organization strives to uplift the quality of Filipino filmmaking to new, higher standards and to encourage production of foreign movies on location in the Philippines. Premiere Productions, headed by Cirio H. Santiago, still remains one of the biggest studios in the Philippines and went public in 1997.",1936-01-18,"Manila, Philippines ",/t3BEFVEV7efwNFojF0JDLS4Ld70.jpg,0.9668
111532,Pål Øie,,1961-11-15,Unknown,/m7wKPkvWj0d9yPNSLapbXwg94at.jpg,1.4901
1016214,Kleber Mendonça Filho,"Kleber Mendonça Filho (born November 22, 1968) is a Brazilian film director, screenwriter and producer.  With a degree in Journalism from the Federal University of Pernambuco, Kleber Mendonça Filho began his career as a film critic and journalist.  As a director, he experimented with fiction, documentary, and video clips in the 1990s. He migrated from video to digital and 35 mm film in the 2000s. Over the course of that decade, he made several short films. ""O Som ao Redor"" (Neighbouring Sounds, 2013) was Mendonça's first feature-length drama, winning numerous awards.

Mendonça's films have received more than 120 awards in Brazil and abroad, with selections in festivals such as New York, Copenhagen and Cannes (Quinzaine des réalisateurs). Film festivals in Rotterdam, Toulouse, and Santa Maria da Feira have presented retrospectives of his films. He has served as programmer of cinema for the Joaquim Nabuco Foundation.",1968-11-22,"Recife, Pernambuco, Brazil",/7jOzp98FiL6C22tphTHEPWAhK11.jpg,0.815
5288984,Zhang Gang,"Chinese animator, animation producer and director.",1981-07-06,Unknown,,0.2399
1413722,Eduard Grečner,"Eduard Grečner (1931, Czechoslovakia) is a director and writer, known for his feature debut Every Week Seven Days (1964), Nylon Moon (1965) and Dragon’s Return (1968). From 1950-1954 he studied at FAMU in Prague. Subsequently, he started working as a playwright, screenwriter and director in the Studia Film Studio at Koliba in Bratislava.  He was an assistant director to Štefan Uher on his seminal Slnko v sieti (1963), the first work of the Czechoslovak New Wave. Grečner also acted in several films and made many television films. In the late 1980s, he was the first to chair the Slovak Film Association. In the 1990s, he returned briefly to directing and made two films. In 2018, a monograph about him – written by the Czech film scientist Milan Cyroň – was published.",1931-09-21,"Kopčany, Czechoslovakia [now Slovak Republic]",/o8hxzI8xs8wYze3N6bww3D8a0hW.jpg,0.3669
1178850,Jevons Au Man-Kit,,,Unknown,/30nFAtrugq6keQy8ezijaDtvW2r.jpg,0.628
1409574,Mauro Ivaldi,,,Unknown,,0.9582
84714,Juan José Campanella,"From Wikipedia, the free encyclopedia.

Juan José Campanella (born July 19, 1959) is an Argentine television and film director.

Description above from the Wikipedia article Juan J. Campanella, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1959-07-19,"Buenos Aires, Argentina",/vnZ69dnDx9tnAkW9wicO9wHRQdx.jpg,1.4755
86194,James Sbardellati,,,Unknown,,1.5135
1693092,Mike Cuenca,"Mike Cuenca is a Cuban-American, self-taught, award-winning writer and DIY director. He is the lead songwriter for Dignitary and releases music under Some Daggers Wear Red.",1983-09-29,"Westminster, California, US",/udr75bqI0F1kpDklaetU0YvoFrN.jpg,0.1942
93550,Nikolay Lebedev,"Nikolai Igorevich Lebedev (Russian: Николай Игоревич Лебедев; born 16 November 1966; Kishinev) is a Russian film director, screenwriter and film producer. He is best known as the director, writer, and producer of Wolfhound (2007) and Legend № 17 (2013), both of which became well grossing films in Russian cinema. Other films include the critically lauded drama The Star (2002), the drama film Soundtrack of Passion (2009), and the disaster film Flight Crew (2016).",1966-11-16,"Kishinev, USSR (Moldova)",/sQLxDmiJI9VDCNTUhQi9bQojhWO.jpg,0.5028
2307388,Bob Giordano,,,Unknown,/vnAojU00Jp4fhffkDdBvRh8ErUJ.jpg,0.4476
71485,Joachim Lafosse,"Joachim Lafosse (born 18 January 1975; Uccle) is a Belgian film director and screenwriter.

Lafosse studied at the IAD (Institut des arts de diffusion) at Louvain-la-Neuve between 1997 and 2001. His graduation film Tribu, a 24-minute short, won the best Belgian short subject category at the 2001 Namur Film Festival. His first full-length feature, Folie Privée (2004), won the FIPRESCI award at the Bratislava International Film Festival, and the semi-autobiographical Ça rend heureux (2006) took the Grand Prix at the 2007 Premiers Plans d'Angers festival. 2006 also saw the release of Nue Propriété, starring Isabelle Huppert and brothers Jérémie and Yannick Renier, which debuted at the Venice Film Festival where it was nominated for the Golden Lion and won a SIGNIS award. The film received the André Cavens Award for Best Film by the Belgian Film Critics Association (UCC). For his film Private Lessons (Élève libre), he was nominated for two Magritte Awards in the category of Best Director and Best Screenplay. His 2012 film Loving Without Reason competed in the Un Certain Regard section at the 2012 Cannes Film Festival. The film was selected as the Belgian entry for the Best Foreign Language Oscar at the 85th Academy Awards, but it did not make the final shortlist. It was nominated for seven Magritte Awards, winning four, including Best Film and Best Director for Lafosse.",1975-01-18,"Uccle, Belgium",/AkyJgdVIEyNeqmPm0waO1o6MAlZ.jpg,0.6118
1294859,Steven M. Smith,"Steven began his career at 16 working on films such as Four Weddings and A Funeral, and Television like Lovejoy. He produced his first feature film Time of Her Life, which screened at Cannes in 2005 and went on to produce & direct features: Haunted (series), Essex Boys: Law Of Survival, Invasion Earth, I Am Hooligan, Borstal, The Doll Master, The Howling, and the very successful The Haunting Of Borley Rectory. He has worked with such talent as Julian Sands (A Room With A View, Warlock 1 & 2), Colin Baker (the 6th Doctor, Doctor Who), Bruce Payne (Passenger 57), Toyah (80s Pop Legend), Mark Wingett and Chris Ellison (Both from The Bill). His outlook on life is to think big and never give up on your ambitions. Life is series of fantastic challenges that should be embraced. Film making is a way to express life and living.",1974-05-03,"Essex, England",/sLY5Nc3yjaFrt0WclzxBQehadAT.jpg,2.2384
106781,Santiago Giralt,,,Unknown,/j9aFltfwuwFE3Qaorsj9Xl92VKi.jpg,0.5883
567536,Ariel Winograd,"Ariel Winograd was born in Buenos Aires on August 23, 1977. He graduated as a director from the Universidad del Cine.

Winograd's first works as a director were four short films, which, as a particularity, all of them were led by dwarf actors. Later he made a documentary titled Fanatics. His first feature film was Cheese Face, a film based on his own life.",1977-08-23,"Buenos Aires, Argentina",/2xAQHin7CemFALfsUAUxaSbg674.jpg,0.552
1093748,David Victori,,1982-09-06,"Manresa, Barcelona, Catalonia, Spain",/yQ07h5WhVGpA7CHMaQPBM6woKD8.jpg,1.2258
2367353,Jiao Zi,,1980-01-01,"Luzhou, Sichuan Province, China",/9GVX1PAomTgqlAQplBfYCtblPE6.jpg,0.9269
14812,Jeanne Moreau,"Jeanne Moreau (January 23, 1928 – July 31, 2017) was a French actress, singer, screenwriter, and director.

She made her theatrical debut in 1947, and established herself as one of the leading actresses of the Comédie-Française. She began playing small roles in films in 1949 and eventually achieved prominence as the star of Lift to the Scaffold (UK)/Elevator to the Gallows (USA) (1958), directed by Louis Malle, and Jules et Jim (1962), directed by François Truffaut. Most prolific during the 1960s, Moreau continued to appear in films until her death in 2017,  at the age of 89.

Moreau was the recipient of a César Award for Best Actress, a BAFTA Award for Best Foreign Actress and a Cannes Film Festival Best Actress Award for individual performances, and several lifetime awards.",1928-01-23,"Paris, France",/lsIlRbcStJev5n1mypIeUUYKWuy.jpg,1.0178
1918965,Surina Jindal,,,Unknown,/2T7UjJ5XJ96JulSjeiHFfkrtFA.jpg,0.6643
2305552,Darya Lebedeva,,1990-05-04,"Ivanovo, RSFSR, USSR",/iXGhPTqtzNMhPi7WilVqt7aZOeB.jpg,0.4351
1987865,Daniel J. Phillips,"Daniel J. Phillips (born April 2, 1985) is an Australian filmmaker. He is best known for directing horror films such as Awoken (2019) and Diabolic.",1985-04-02,"Adelaide, South Australia",/jw4wKDmQGzNEY3alGGfutKNKrtE.jpg,0.498
4605284,Sarah del Pino,,,Unknown,,0.0954
90069,Joseph Kane,"From Wikipedia, the free encyclopedia

Jasper Joseph Inman Kane (19 March 1894, San Diego – 25 August 1975, Santa Monica, California) was a prolific American film director, film producer, film editor and screenwriter. He is best known for his extensive directorship and focus on western films.

Kane began his career as a professional cellist. In 1934 he took an interest in film directing and, starting in 1935, he co-directed serials for Mascot Pictures and Republic Pictures. He soon became Republic's top Western film director.

Kane's first directorial credit was for The Fighting Marines (1935). When Mascot Pictures and several other small film companies amalgamated into Republic Pictures in 1935, Kane became staff director, remaining at the studio until it ceased production in 1958. He piloted many Gene Autry and Roy Rogers movies and directed John Wayne in films such as The Lawless Nineties (1936) and Flame of Barbary Coast (1944), and Joseph Schildkraut on The Cheaters (1945). Between 1935 and his death in 1975 he directed 119 films and numerous television series episodes.

Unlike most Republic house directors, Kane was also credited as associate producer on many of his films. Between 1939-57 he was a major film producer, producing over 60 films. Kane was also a film editor and screenwriter responsible for the editing process of over 20 of his films, and he had a brief stint as an actor.

During the 1950s Kane worked steadily in television, with emphasis on Westerns and action series. He spent the last decade of his life as a second-unit director on such productions as Universal Studios Beau Geste (1966) and In Enemy Country (1968).

Kane died on August 25, 1975, in Santa Monica, California.",1894-03-19,"San Diego, California, USA",/pmJ0Qx4ubINbJY5HRcD8m7x6Lge.jpg,1.6057
131374,Tetsu Maeda,,,"Osaka Prefecture, Japan",/moBhQIaQjBCAqM7riXrVPMHxLly.jpg,0.8257
85733,Tinnu Anand,"Tinnu Anand is an Indian actor and director belonging to the Bollywood industry. His most famous directorial outings were Kaalia (1981), Shahenshah (1988), Main Azaad Hoon (1989) and Major Saab (1998). He then went on to perform roles in several movies such as Chhupa Rustam (2001), Paisa Vasool (2004), Bluffmaster! (2005), Laaga Chunari Mein Daag (2007), Ghajini (2008), Dabangg (2010), Rabba Main Kya Karoon (2013) Phata Poster Nikhla Hero (2013), Aisa Yeh Jahaan (2015) and Santa Banta Pvt Ltd (2016). His 2022 release includes Janhit Mein Jaari.",,Unknown,/6fkEiZKNp6jnOQmfQKEjVinhUeL.jpg,2.3096
1090017,Matt Jaissle,Matt Jaissle (born 1968) is a independent film producer/ director.,,"Milford, Michigan, USA",,1.1755
41720,Jerry Paris,"​From Wikipedia, the free encyclopedia

Jerry Paris (July 25, 1925 – March 31, 1986) was an American actor and director best known for playing Jerry Helper, the dentist and next door neighbor of Rob and Laura Petrie, on The Dick Van Dyke Show.

Description above from the Wikipedia article Jerry Paris, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1925-07-25,"San Francisco, California, USA",/sVBdp5qEcOZsB77YrWfL5Hw4iv5.jpg,0.8011
